250	new australia prime minister kevin rudd meets with afghan president hamid karzai in kabul. french president nicolas sarkozy also in afghan capital to meet with president. rudd says australian commitment to afghanistan is strong. more than 1,900 french troops are in the country.
251	pope benedict xvi says football should be used to teach young people moral lessons. pope says sport can be a vehicle of education for the values of honesty and fraternity. he was speaking to representatives of italian football league and lower division clubs. pope benedicts xvi was presented with a football by lower league club ancona in october.
252	u.n. nuclear watchdog chief mohamed elbaradei fears pakistan's nuclear weapons could fall into the hands of extremists. pakistani foreign ministry says the comments are irresponsible and unwarranted. iaea chief says recent political instability makes country more sensitive to other muslims.
253	 tom cruise expounds on his beliefs in scientology in 2004 video. video was shown at a 2004 ceremony honoring cruise for his humanitarian work. video created a stir this week when a pirated and edited version appeared on youtube. cruise says he finds peace in the religion in the video. a second part of the video was made available to cnn.
254	kenya 's disputed election result sparks concerns for stability of east african country's economy. equity market on the nairobi stock exchange lost 40 billion shillings on first day of new year trading. investors are worried about the impact of the unrest on the country's economic stability. the country is home to one of africa's fastest growing stock exchanges. fears grow for the impact on kenya's lucrative tourism industry and agriculture industry.
255	rinko kikuchi is one of japan's hottest young actresses and models. she is best known for her role in the oscar-nominated film `` babel . '' she recently worked with karl lagerfeld as the face of channel. talk asia follows her on a modelling assignment in tokyo.
256	pojamarn shinawatra faces charges stemming from a bangkok land deal and a stock concealment plan. she is wife of ousted prime minister thaksin Shinawatra. pojamarn's attorney says she intends to fight the charges. thaks in was deposed in 2006 and fled to london.
257	coalition forces find 26 bodies buried in mass graves and a bloodstained torture complex in northern iraq, military says. troops also killed 24 people they say were terrorists and detained 37 suspects in the operation. the torture complex was found with chains hanging from walls and ceilings and a filthy bed wired to an electrical system. the bodies were found in a mass grave near a torture complex, coalition forces say. the complex was discovered during an operation north of muqdadiya, iraq.
258	lance cpl. maria lauterbach could give birth at any time, sheriff says. 20-year-old marine was eight months pregnant when she went missing december 14. her car was found at camp lejeune, north carolina, and her cell phone was found. her mother says her daughter witnessed an incident at the camp and was to testify about it.
259	this month on art of life monita rajpal meets the boys behind ducati 's motorbikes. iron maiden 's bruce dickinson explains why flying is his new passion. trance legend paul van dyk takes us on a tour of his hometown in the former east berlin. the world's first road-legal grand prix bike and a rock legend in the sky.
260	michigan 's republican primary is on tuesday. michigan is a swing state, but voting trends favor the democrats. the state's economy is driven by the auto industry. the detroit free press has endorsed john mccain in the republican primary. the democratic party has stripped the state of delegates.
261	the boeing 777 first entered service in june 1995 and has never been involved in a fatal accident. the plane has made more than two million flights and holds a number of world records. the 777 is the largest twin-aisle commercial airplane in history. the boeings 777 sets the record for distance traveled non-stop by a commercial jetliner.
262	american al qaeda member adam gadahn renounces his u.s. citizenship in videotape released sunday. gadahn says he is protesting the imprisonment of al-Qaeda members in the middle east. video shows him destroying his passport and cites u.S. president bush's upcoming trip to middle east in arabic. the self-proclaimed jihadist is on the fbi's most wanted list for treason.
263	seven manchester united supporters taken to hospital after violence flares before champions league match in italy. five fans received stab wounds while two others needed treatment for being drunk. fighting broke out on pont duca d'aosta bridge outside the stadio olympico in rome. roma drew 1-1 with champions league champions roma in the italy derby.
264	new: chester stiles' former girlfriend says she believes she put him in contact with the girl. stiles is a suspect in the videotaped rape of a 3-year-old girl in nevada, police say. the girl has been found and is safe, a sheriff says. the suspect's former girlfriend tells cnn she is disgusted and mortified.
265	theodore sorensen helped write john f. kennedy's 1960 speech on catholicism and separation between church and state. he compared it to the speech on faith in politics delivered thursday by mitt romney. sorensesen says kenn Kennedy avoided discussing his private religious views in the 1960 speech.
266	palestinian donors pledge $ 7.4 billion to help build a palestinian state, organizers say. paris conference focuses on short-term priorities for palestinians. world bank praises three-year reform plan, but says reforms must be accompanied by israeli actions.    world bank report says the palestian economy is almost totally dependent on foreign aid.
267	in 1988, lebanon's civil war was in its last throes and the country was in the grip of civil war.    the civil war ended 20 years ago, but the violence has returned to beirut and the city. the violence threatens to set lebanone back 20 years, says cnn's julian ferguson. ferguson says the cast of lebanons civil war has not changed in 20 years.
268	saudi king abdullah pardons a rape victim sentenced to 200 lashes and six months in prison, saudi newspaper reports. victim's husband says the pardon is a " noble gesture"    the woman was sentenced to rape in 2006 after she was abducted and raped in saudi arabia. the case sparked international attention and cast light on the treatment of women under strict islamic law. the white house has welcomed the royal pardon.
269	rep. tom lantos died monday due to complications from cancer, his office says. secretary of state condoleezza rice calls him a "true american hero"   he was the only holocaust survivor to serve in congress. he was diagnosed with esophageal cancer in december. he represented his northern california district for 14 terms.
270	kenya has a reputation as one of east africa's most stable nations since independence from uk in 1963. country's 36 million people claim allegiance to around 40 different tribes. last week's election was the closest in kenya's electoral history. the country is plagued by widespread poverty and simmering ethnic tensions.
271	new: all vehicles banned from largely shiite city of amara wednesday after three car bombs explode in market district. at least 27 people killed, 151 wounded in the blasts in central section of the city, officials say. amara is the provincial capital of maysan province, scene of fighting between rival factions. five iraqi civilians killed in another car bomb blast in baghdad on wednesday, official says.
272	irshad manji: benazir bhutto disappointed moderate pakistanis with her adherence to feudal politics, he says. he says she could have been a catalyst for democracy in the country. manji says she should have challenged anti-female laws and tribal politics. he argues that she was wrong to embrace tribalism, but her legacy is mixed.    irshad says she is a muslim feminist and activist.
273	turkish, iraqi leaders hold talks about kurdish rebels using northern iraq as a launchpad for cross-border attacks. president bush calls turkish prime minister to discuss dangers of separatist rebels. iraq national government figures meet with head of country's kurdian region. diplomatic moves come after turkish warplanes pounded kurds separatist targets in iraq last week.
274	diana 's former butler paul burrell says he knew a mysterious secret about the late princess. the coroner says the information was already in the public domain. burrell said the princess was planning to buy property in the u.s. and south africa. diana's former lawyer says diana believed there was a plot to kill her.
275	paul burrell, princess diana's former butler, gives evidence to london inquest monday. burrell tells inquest princess's mother was critical of her relationships with muslim men.   burrell says prince philip elizabeth 's could not have been involved in diana and dodi fayed's deaths. princess was still holding a candle for her ex-boyfriend hasnat khan when she met fayed, burrell told inquest. princess's ex-butler also says he believes her mother called her a whore in 1997.
276	top-seed andy roddick beats delray beach winner kei nishikori of japan 6-2 6-4 at the atp tournament in san jose. john isner beats third-seeded german tommy haas to advance to the quarterfinals. james blake beats jesse levine in the early evening match.
277	at least 10 people dead, thousands homeless after torrential rains inundate large parts of ecuador. civil defense officials say more than 10,000 families have been affected. rains are the worst in a quarter century, officials say. provinces most heavily affected are along the pacific coast, red cross says.
278	several marines involved in november 2004 offensive in falluja, iraq, accused of intentionally killing civilians. no one has been charged in the allegations. one former marine alleges eight captured iraqis were gunned down in firefight. allegations surfaced on web site of a military journalist.
279	'' no country '' wins best picture at the 80th academy awards. the coen brothers win best picture for "no country''    four acting awards go to european actors: marion cotillard, daniel day-lewis, javier bardem, tilda swinton.   the coens also win best director and best adapted screenplay.
280	italian tennis players potito starace and daniele bracciali banned by the atp for betting on matches. top italian player starace suspended for six weeks and fined $30,000 for making bets. players say they are scapegoats for match-fixing scandal in italy.
281	president bush signs bill raising auto fuel economy standards for the first time in decades. bill requires corporate average of 35 miles per gallon by 2020. bill also boosts federal support for alternative fuel research and energy conservation efforts. bill approved overwhelmingly by the house of representatives. senate majority leader says bill is first step in energy revolution.
282	frederick dominguez says he and his three children got lost searching for a christmas tree in california woods. they fashioned a "help '' sign out of twigs on a nearby unpaved road, helicopter pilots say. the four sought shelter in a culvert for three days in heavy snow, police say. they were reported missing monday night; they were found wednesday in the woods.
283	american airlines passenger's death underscores importance of taking precautions before flying, travel industry representative says. medaire says its physicians advised 74 airlines on how to handle more than 17,000 in-flight medical events last year. top categories of in- flight illness are fainting, gastrointestinal problems, respiratory problems. flight attendants are not medically trained to handle on-board emergencies, company says.
284	bodyguard trevor rees was the sole survivor of the august 31, 1997 car crash that killed princess diana. rees says he does not support al fayed's conspiracy theories about the crash. he was the front-seat passenger in the crash and sustained serious injuries in the accident.    rees testified he still has no memory of the incident but does not believe the conspiracy theories.
285	u.s. president george w. bush stresses role of faith-based groups in fight against aids. bush meets with religious and community groups in maryland on eve of world aids day. more than 33 million people worldwide have aids; 2 million have died of aids this year. bush renews call for more funding for his emergency plan for aids relief.
286	two men were collecting crocodile eggs in australia's northern territory when a crocodile grabbed one of them. one of the men shot the crocodile, but accidentally shot his co-worker in the process, police say. the two men are workers at a croc farm in darwin in the northern territory.
287	feds indict 62 people in massive anti-mafia sweep from new york to sicily. members of gambino, genovese and bonanno families face 80 charges. charges range from money laundering to illegal gambling and murder. four members of the gambino crime family are charged with eight crimes involving murder.
288	2.7 million gallons of sewage spilled into san francisco bay thursday night. pump failed at south marin sanitation district's waste treatment facility, official says. sewage and storm water was partially treated, officials say. no sign of sick or distressed wildlife, fish and game says.
289	pakistani president pervez musharraf says former prime minister benazir bhutto's assassination was her own fault. former general says she was to blame alone, no one else to blame for her death. he says the pakistani military is not looking for al qaeda leader osama bin laden.    she was killed december 27 after rallying supporters for parliamentary elections in pakistan.
290	oregon supreme court sends parental custody dispute back to trial court. boy converted to judaism after his father converted to russian orthodox faith. boy's mother says her son does not want to have circumcision procedure. father says he has a right to practice his faith as he sees fit.
291	four active-duty u.s. soldiers charged with planning to rob drug traffickers. rangers carlos lopez, david ray white, stefan andre champagne charged with conspiracy to distribute cocaine. agents say they were planning to steal cocaine from drug dealers at gunpoint. the elite army rangers were to get a cut of the proceeds of the robbery, affidavit says.
292	u.s. navy moves guided-missile destroyer uss cole to eastern mediterranean sea off lebanon. deployment comes amid a political standoff over the country's presidency. navy would not say whether the events are linked. the cole was badly damaged in al qaeda bombing in yemen in 2000.
293	armenian president robert kocharian declares state of emergency after day of clashes with protesters. protesters claim last month's presidential election was rigged. u.s. embassy official says protesters have been camped in freedom square for 10 days. opposition claims vote fraud in february 19 election; government says vote was legitimate.
294	fbi agent says saddam hussein said he didn't anticipate invasion of iraq over wmd, cbs says. agent says hussein thought he had weapons of mass destruction to intimidate iran. hussein claimed he answered directly to president bush, agent says. iraqi dictator was hanged in 2006 after capture in 2003.
295	hispanics are the largest minority group in the united states. some say the labels "hispanic '' and " latino'' are limiting. filmmaker says latinos are mixed and mixed in many ways. hispanic and hispanic-americans are the most common terms used to describe latinos in the u.s.
296	nancy grace introduces her twins to the world. the twins are now three months old. nancy grace's twins are the first twins to be born in the U.S.    the twins were born in january of this year and are now in their third month.
297	passenger ship explorer reported to have collided with an iceberg in antarctic waters. chilean navy captain says more than 150 people have abandoned the ship. captain and first officer reported to be on board. ship explorer sent out a distress call at around 10 p.m.    154 people are on board the cruise liner, including 100 passengers.
298	top three democratic presidential candidates to debate in south carolina on martin luther king jr. day. almost half of democratic primary voters are african-americans. obama, hillary clinton reach out to african American voters sunday. poll: nearly 60 percent of black democrats back obama over clinton in saturday primary.
299	sen. hillary clinton projected to win in texas, ohio and rhode island primaries. john mccain sweeps all four republican contests to become presumptive nominee. obama wins 12 straight contests since super tuesday. exit poll: clinton wins with hispanic voters, obama with black voters in both states.
300	 texas couple charged with killing two-year-old girl now face capital murder charges. girl was beaten to death and her body was found in galveston bay in october.    prosecutors have not decided whether to seek the death penalty against the mother and her husband. the girl was known as " baby grace"
301	an italian news agency says al qaeda no. 2 ayman al-zawahiri began planning bhutto's killing in october. claim has not appeared on radical islamist web sites. fbi, homeland security issue bulletin citing alleged claim of responsibility for assassination. claim is unconfirmed open source claim, dhs official says.
302	president bush proposes temporary, broad-based tax relief package for slowing economy. president says nation's economy at risk for downturn, congress must act to head off recession. bush says tax package should include tax incentives for small businesses. democratic leaders in congress skeptical of president's proposal, aides say.
303	t todd barber has dedicated his life to restoring the world 's ocean reef ecosystems. he started the reef ball foundation in 1993 after witnessing the destruction of a cayman island coral reef. reef balls are circular concrete structures that mimic and rehabilitate oceanic reefs. they are made of concrete and designed to last more than 500 years. the foundation has placed reef balls in more than 59 countries around the world.
304	cnn asked you to share your photos of russia as part of the eye on russia series. photos and stories poured in of beautiful places and ordinary experiences in the country. many of those who sent photos were originally from other countries. russia is known for its churches and palaces and for its great scenery.
305	saudi lawyer abdul rahman al-lahem says his license to practice has been reinstated. he represented a woman kidnapped and raped by seven men in 2006. she was sentenced to 200 lashes and six months in prison for being alone with an unrelated man. the woman's case attracted international attention. the saudi justice ministry says the lawyer's license has never been revoked.
306	president bush draws parallels between cost of pulling out of iraq and aftermath of vietnam war. iraqi prime minister nuri al-maliki fires back at senator's criticism of his government. bush reiterates his support for iraq's prime minister. senator says bush has drawn the wrong lesson from history.
307	u.s. marshals southeast regional fugitive task force tracks 10 to 15 suspected killers on any given day. the agency's six regional task forces are equipped with high-tech training and a computer simulator. the simulator puts the marshals into real life danger scenarios. in 2007, the southeast task force arrested more than 3,000 suspects.
308	democratic senators will hold short pro forma '' sessions over the holiday break to prevent recess appointments. senate called to order for 11 seconds on wednesday. democrats want to block president bush from making recess appointments during the christmas holiday. similar sessions were held over the thanksgiving recess.
309	 republican presidential candidate mike huckabee said crisis in pakistan should lead to crackdown on illegal immigrants from pakistani. a senior aide to candidate says he has no foreign policy credentials.    huckingabee's immigration comments have raised questions about his foreign policy knowledge. huck Huckabee said he was unaware of the suspension of iran's nuclear weapons program.
310	colorado prosecutor asks judge to dismiss first-degree murder charge against tim masters. new dna evidence indicates someone else might have committed peggy hettrick's murder, prosecutor says. masters was convicted of 1999 murder in 1999, spent nine years in prison. prosecutor says new evidence does not exonerate masters, but new evidence may clear him.
311	cnn.com readers share memories of actor heath ledger, found dead in new york apartment on january 22. readers describe meeting ledger in person, calling him humble and kind. one reader says she was in awe of ledger's devotion to his wife and daughter. ledger was famous for his roles in the films "the patriot '' and " lords of dogtown"
312	the farm at cape kidnappers in new zealand is a spanish colonial hideaway with private terraces with mountain views. go on a shopping spree in tuscany or london for the ultimate weekend getaway. rosewood mayakoba in mexico is the perfect place to relax and relax on the beach.
313	valerie gooding is one of the top five most powerful businesswomen in europe. cnn's todd benjamin talks to her about women in business. gooding says women often lack confidence to go for the top jobs. she says there is still an unseen barrier for women at the top of business.
314	fire burns top of two of three wings of monte carlo resort and casino in las vegas, nevada. no major injuries reported, but 32-floor building evacuated. cause of the fire is unknown; firefighters say welders had been working on the roof. fire chief says most of the damage was to the top floor of the building.
315	remote-controlled mine explodes on a road in southern somalia. three members of medical humanitarian group medecins sans frontieres and a journalist killed. incident occurred monday in kismayo. journalist hassan kafi hared is the second somali journalist to be killed this year.
316	blackwater ceo erik prince says guards faced incoming small arms fire from insurgents in september 16 incident in baghdad. prince says there was no deliberate violence committed by blackwater guards. iraqi government accuses blackwater security guards of opening fire on innocent civilians. first u.s. soldiers say they found no evidence contractors were fired upon, source says.
317	jamie lynn spears' pregnancy casts new light on issue of consensual sex among teens. critics of statutory rape laws say laws ignored in some cases can put teens in prison. law professor says there is a disparity in how states enforce the laws. spears says she is pregnant and the father is her 18-year-old boyfriend. spears stars in the Nickelodeon series " zoey 101"
318	vietnamese woman caught cooking tiger carcass sentenced to two and a half years in jail. police found dead tigers, bear arms, monkey bones and elephant tusks in her house. woman told police she sold tiger bone marrow to traditional medicine men. only about 100 tigers still living in vietnam, world wildlife fund says.
319	remote-controlled mine explodes on a road in southern somalia. three members of medical humanitarian group medecins sans frontieres and a journalist killed. incident occurred monday in kismayo. journalist hassan kafi hared is the second somali journalist to be killed this year.
320	international narcotics control board warns stars are glamorizing drug use and encouraging young people to use illegal substances. annual report from uk agency says stars get away with drug crimes because of lenient responses. report says treating stars leniently undermines faith in criminal justice system and has damaging effect on adolescents. uk has some of the highest rates of cocaine abuse in the world, report says.
321	new: six people were killed in a memphis, tennessee, home monday, police say. police say four dead adults were shot and two dead children were stabbed, sources say. three other children were wounded in the killings and are in critical condition, a hospital says. a neighbor says he heard gunshots at the home where the killings occurred.
322	new: authorities say cesar laurean may have fled to his native mexico. christina laurean says she was at a christmas party on the night her husband allegedly killed a marine, police say. she knew about the death one day before reporting it to authorities, affidavit says. marine cpl. cesar Laurean is charged with first-degree murder in the death of a pregnant marine. lance cpl maria lauterbach was eight months pregnant when she was reported missing.
323	bus carrying members of marine corps reserve unit overturns at alabama military base. four marines critically injured, four of them critically, military says. passengers were taking part in training exercise at fort rucker outside ozark, alabama. marines were members of e company, anti-terrorism battalion of 4th marine division.
324	police initially said scarlett keeling drowned on anjuna beach in goa last month. 15-year-old's mother protested after autopsy suggested she had been raped and murdered. goa tourism minister says police cover-up was to protect goa 's tourism industry. keeling's mother says she believes police are trying to cover up her daughter's murder.
325	kaka named 2007 world footballer of the year by 96 football journalists. ac milan midfielder kaka wins the ballon d'or award for the best player in europe. the 25-year-old brazilian was named in the champions league final team of the season. kaka is a midfielder who has excelled for both club and country since joining milan in 2003.
326	sens. hillary clinton, barack obama accuse each other of borrowing words from each other in speeches. clinton campaign says obama lifted rhetoric from massachusetts gov. deval patrick. obama says his own words have been used by clinton. patrick says he and obama are long-time friends and allies.
327	atlanta falcons quarterback michael vick is expected to plead guilty to federal conspiracy charges in dogfighting case. cnn.com readers say vick should not be allowed to play professional football again. the nfl has not yet decided what sanctions it will impose on vick, a spokesman says.
328	nfl player sean taylor, 24, was shot in apparent burglary at his miami home on monday. suspects thought the house was empty, police say. taylor died a day after the shooting. the suspects will be charged with murder, a police official says.
329	sri lankan expatriate worker on death row in saudi arabia after being convicted of killing a child in her care. rights groups say the case highlights vulnerability of expatriates in sri lanka. the girl's father says he is praying for clemency for his daughter.
330	from january 1 it will be illegal to smoke in cafes in france. smoking ban extended to include bars, discotheques, clubs, casinos and hotels. authorities agree to an amnesty over new year holiday to soften the blow for smokers. 13.5 million people in France smoke, with 26 percent of 15 year olds estimated to smoke.
331	new: investigators believe child washed ashore in texas last month is 2-year-old riley ann sawyers, police say. girl's mother and her boyfriend arrested on charges of injuring a child, tampering with evidence.    a fisherman discovered the child's body in a plastic container on october 29. police believe the child may be "baby grace"   her mother and a man identified as her boyfriend were arrested saturday, sheriff's office says.
332	four suspects indicted on murder and burglary charges in slaying of nfl star sean taylor. youngest suspect identified as eric rivera jr. , 17. taylor, 24, died a day after he was shot during an apparent burglary at his home in miami, florida. three other suspects appeared in court via videoconference on wednesday.
333	richard branson is the founder of the virgin brand. virgin is behind more than 300 companies including cola, trains and planes. branson talks to cnn's todd benjamin about his diverse enterprise.    branson says he has worked with more than 350 different companies.
334	sen. larry craig files appeal in bathroom sex sting case. idaho republican says he is innocent of charges. craig pleads guilty to misdemeanor charges stemming from his arrest in june at minneapolis airport.    craig's lawyer says he wants court of appeals to overturn a judge's decision.
335	new: sources say new york gov. eliot spitzer used call-girl ring at least eight times in recent months, sources say. spitzer resigned wednesday, two days after his connection to emperors club vip became public. sources say he was under surveillance twice this year. four alleged organizers of the prostitution ring were charged last week.
336	 presidents of sudan and chad sign a non-aggression agreement late thursday. the agreement aims to halt cross-border hostilities between the two african nations. each accuses the other of supporting rebel groups that cross the border. the pact comes after nearly two days of talks in dakar, senegal.
337	new heathrow airport terminal 5 opens after 15 years of planning and construction. queen elizabeth helped open the new terminal on friday. first flights from new terminal 5 are scheduled for march 27. expansion of british airport could lead to passenger numbers doubling to 122 million a year.
338	new: 18-year-old khiel coppin told his mother he had a gun, police say. police say he was carrying what turned out to be a hairbrush when he was shot by new york police. police were responding to a 9-1-1 call about a family dispute with a gun. police commissioner says the teen had something stuffed under his shirt and pointed it at officers.
339	football pays tribute to manchester united 's busby babes on 50th anniversary of munich air disaster. eight players lost their lives in 1958 when flight 609 zu crashed on the third attempt to take off in germany. a memorial stone recalls the site of the crash in kirchtrudering near munich. a minute 's silence will be held on wednesday to mark the anniversary.
340	about 20 percent of the amazon rainforest has been wiped out in the past 40 years. large-scale business interests involved in logging, mining and agriculture are driving deforestation. 50,000 square miles of forest are lost each year because of clearing and degradation. greenpeace estimates as much as 80 percent of logging is illegal.
341	sheikha lubna al qasimi is the first female minister of economy in the united arab emirates. she is also the first minister in the world to launch her own perfume line. she founded the first middle eastern bb marketplace in 2000. she says she wants to allow for foreign ownership in the gulf region.
342	festival del sole in napa valley is one of barrett wissman's arts festivals. the festival del sole is in its second year and draws artists from around the world.    the arts festivals engage local communities and engage the locals, barrett says. the tuscan sun festival and the singapore sun festival are opening in the coming weeks.
343	united states imposes sanctions against two iranian military groups and iranian banks. secretary of state says iran accused of backing nuclear proliferation and terror-related activities. iran also accused of pursuing nuclear technologies, building ballistic missiles. iranian state-owned banks also designated for sanctions. move marks first time the u.s. has targeted iran's military through sanctions.
344	myanmar's pro-democracy leader aung san suu kyi is committed to pursuing dialogue with junta, says u.n. special envoy. u.N.'s ibrahim gambari met with suukyi on friday for the first time in more than three years. she is under house arrest in yangon after junta's bloody crackdown on protests in september. nobel peace prize winner says she is optimistic about prospects of reconciliation.
345	cnn's arwa damon describes the hardships faced by iraqi women. iraq is a nation filled with untold tragedies, she says. she describes the sacrifices of iraq 's women. her documentary, " baghdad," airs this weekend on cnn.
346	fantasy author terry pratchett says he has been diagnosed with a rare form of alzheimer 's disease. author says he suffered a phantom stroke earlier this year. his books have sold more than 45 million copies worldwide in 33 languages. he says he plans to continue writing his multi-million selling discworld books.
347	13-year-old girl apparently fell out of plane or was ejected on impact, her mother says. francesca lewis apparently thought she was at home when she was found under plane wing, her mom says. girl in stable condition with fractured arm, several cuts, a doctor says. three bodies found wednesday in wreckage of small plane that disappeared sunday in mountainous panama.
348	new: more than 1,200 houses flattened, mayor says. 7.7 magnitude earthquake hits north chile, killing at least two people. quake destroys hundreds of homes, flattens roadway tunnel in tocopilla, chile. mayor says 4,000 people may have to sleep in the streets wednesday night.
349	new: blood spatter evidence found in suspect's home, sheriff says. police believe remains of missing marine found in backyard of prime suspect, authorities say. lance cpl. maria lauterbach was reported missing december 19 from camp lejeune, north carolina. she was eight months pregnant and accused of rape, police say.
350	kenya 's disputed election result sparks concerns for stability of east african country's economy. equity market on the nairobi stock exchange lost 40 billion shillings on first day of new year trading. investors are worried about the impact of the unrest on the country's economic stability. the country is home to one of africa's fastest growing stock exchanges. fears grow for the impact on kenya's lucrative tourism industry and agriculture industry.
351	pakistan election officials disqualify opposition party leader nawaz sharif from participating in parliamentary elections. sharif's previous convictions bar him from standing for reelection, officials say. former prime minister returned to pakistan last month after seven years in exile in saudi arabia. he was convicted of terrorism and other crimes after president pervez musharraf seized power in 1999.
352	ac milan's brazilian midfielder kaka named european player of the year. kaka wins france football's ballon d'or award. the 25-year-old was a major factor in ac milan 's champions league campaign. manchester united's cristiano ronaldo is runner-up in france.
353	european leaders agree to send 1,800-strong security force to maintain stability in kosovo. europeans stop short of backing independence for the disputed province from serbia. kosovan province is expected to declare independence from Serbia early in the new year. serbia insists the region should remain autonomous within its borders.
354	no charges to be brought against 10-year-old boy accused of starting october wildfire. buckweed fire scorched more than 38,000 acres north of los angeles, california. boy admitted to starting the fire by playing with matches, investigators say. the buckweed blaze destroyed 21 homes and destroyed 42 other structures.
355	gao: investigators with bomb-making components pass through security checkpoints at 19 airports without detection. investigators obtained components at local stores, over the internet for less than $ 150. tsa officials say they were able to take advantage of weaknesses in tsa procedures. gao says tsa chief defends tsa's policies and procedures.
356	more than 500,000 women worldwide die each year as a result of complications during pregnancy and childbirth. one h.e.a.r.t. provides childbirth education and training to women in remote areas. arlene samen started the organization to combat high infant and maternal mortality rates in tibet. samen helps distribute community-tailored birth kits to those in need.
357	iraqi forces detain suspected leader of terrorist cell network believed to be funded by saddam hussein's daughter. raghad hussein is wanted by iraqi authorities on terrorism charges. she is currently living in jordan under the protection of the royal family. the network is linked to attacks on coalition forces, military says.
358	army international says human rights situation in iraq is disastrous. red cross says iraq's economy is in tatters and the refugee crisis is escalating. iraq war marks its five-year anniversary this week. both reports slam the iraqi government for failing to address human rights abuses.
359	sen. hillary clinton becomes visibly emotional at a new hampshire campaign event monday. clinton's eyes welled with tears as she answered a question from a voter.    presidential rival john edwards says he's unaware of clinton 's emotional reaction to question.
360	sen. hillary clinton defeats sen. barack obama in new hampshire primary. clinton wins primary with 39 percent of the vote to obama's 37 percent. obama wins support of registered democrats and women, cnn polling shows.   former president bill clinton helped his wife recover from third-place finish in iowa caucuses.
361	women have made up 11 percent of the military force in iraq and afghanistan in the past six years. department of veterans affairs says women report mental health issues at higher rate than men. 60,000 women veterans diagnosed with post-traumatic stress disorder. 22 percent of women suffer from military sexual trauma, compared with 1 percent of men.
362	fbi says bodies of three small children and father found in columbus, georgia. eddie harrington threatened to kill his children before abducting them march 5, police say. harrington sent a letter to the children's mother threatening to kill them, the fbi says. the bodies were found wednesday in a wooded area by a person walking nearby, fbi official says.
363	kuwait 's emir dissolves parliament after cabinet resigned this week following power struggle with government. emir says he was forced to dissolve parliament to safeguard kuwait's national unity. parliament has been locked in a feud with the government following accusations of corruption and abuse of power. new elections have been set for may 17 after the emir called for early elections.
364	six-time champions lyon beat valenciennes 2-0 to stay four points clear at the top of french league. juninho and sidney govou score goals in lyon's win at home. second-placed nancy celebrate 40th anniversary with 1-0 win over girondins bordeaux. third-placed stade rennes lose to monaco and olympique marseille draw 0-0 at racing strasbourg.
365	u.n. secretary-general urgently dispatches special envoy to myanmar after reports of violent clashes. u.s. president Bush calls for stiffer sanctions against myanmar's military regime. protests in burma have taken place overseas. the envoy will lead a briefing on the situation for the u.N. security council wednesday.
366	steven spielberg led the fbi to a stolen $ 700,000 norman rockwell painting in california. art thieves do a risk versus reward evaluation for art, expert says. art theft happens in less than 5 percent of cases, fbi says. thieves may try to ransom the art back to a museum or insurance company. the art may be stolen and sold on the international market.
367	patients are discovering they can get cosmetic surgeries abroad for less than the u.s. price. surgeries in many countries cost half or one-fifth of what they would in the u.,s. south africa, argentina, thailand are major players in medical tourism. international society of aesthetic plastic surgery warns against low-cost surgery.
368	mexico city buses now carry women only. government received seven complaints of sexual abuse aboard city's buses last year. single-sex service is available on four major lines in the city and expected to expand to 15 more. passengers say they feel more comfortable and safer on the buses.
369	danish authorities say three people arrested in connection with plot to kill a cartoonist. drawing of prophet mohammed sparked outrage in muslim world two years ago. cartoonist's cartoon of the prophet sparked protests across the world in september 2005. the target of the plot was the cartoonist for a danish newspaper, the intelligence service says.
370	two ph.d. candidates from india found shot to death in apartment block off louisiana state university campus. no suspects have been identified in what police are calling a double homicide. bodies of chandrasekhar reddy komma and kiran kumar allam found in apartment. neighbors say three strange men were seen in the area. lsu chancellor says two international graduate students shot in the head.
371	atlanta topped los angeles in reporting most bank heists, fbi says. atlanta reported 350 bank robberies in the last year, according to the fbi. fbi annually names areas most prone to bank robberies. most of the robberies were armed robberies, the most notorious are the barbie bandits and grandpa bandits.
372	scientists find fossilized remains of a giant rodent the size of a small car in south america. the rodent weighed 1,000 kilograms and was about 3 meters in length and 1.5 meters tall. scientists believe the rodent roamed the south american continent four million years ago. the world's largest rodent is the capybara, the largest living rodent.
373	lawyer on rawalpindi hospital board says police chief stopped doctors from conducting autopsy on benazir bhutto. he says it was a violation of pakistani law and prevented a medical conclusion. the former prime minister's husband objected to an autopsy, lawyer says. new video released sunday appears to show she was shot in the attack. the pakistan government says she died from a skull fracture, the cause of her death.
374	alex trebek suffers minor heart attack at his home monday night. trebek has hosted the popular television quiz show for 23 years. he is expected to resume taping the show in january. alex Trebek is recovering at a local hospital in Los angeles.
375	michael vick pleads for leniency in handwritten letter to judge. vick says he is not the bad person he's been made out to be. former atlanta falcons quarterback sentenced to 23 months in prison for financing dogfighting ring. his mom and other sports stars write letters of support for vick.
376	m.h. alshaya's retail division operates in 16 countries in the middle east. ceo mohammed al shaya says he sees a new mindset in the gulf. he says the group is expanding into eastern europe and the czech republic.    he believes the gulf cooperation council's plans for a single currency are a step in the right direction.
377	debra lafave was convicted of having sex with a 14-year-old student in 2005. she was arrested after talking with a teenage coworker, sheriff's office says. she is not allowed to have contact with anyone under 18. she pleaded guilty to talking with the teen and was sentenced to three years of probation. her attorney says it was "just a workplace friendship"
